name,value,year,lastValue,rank
传统音乐,32015,2010,31877.1,7
传统音乐,32002.2,2001.7,32382.6,5
传统舞蹈,31980,2009,31341,6
,,,,
,,,,
,,,,
传统医药,31924,2001.2,32257.5,6
传统音乐,31909.5,2006.3,32046,5
,,,,
,,,,
传统音乐,31877.1,2009.9,31739.2,7
传统美术,31874,2008.8,32146,6
,,,,
,,,,
传统音乐,31828.1,2003.3,31589.4,5
传统医药,31815.4,2013.9,31407.8,13
传统美术,31799.8,2012.3,31293.2,10
,,,,
传统音乐,31773,2006.4,31909.5,5
传统音乐,31739.2,2009.8,31601.3,7
,,,,
,,,,
,,,,
传统美术,31657.1,2006.9,31244.2,5
传统音乐,31636.5,2006.5,31773,5
,,,,
传统音乐,31621.8,2001.8,32002.2,5
传统美术,31602,2008.9,31874,6
传统音乐,31601.3,2009.7,31463.4,7
传统医药,31590.5,2001.3,31924,6
传统音乐,31589.4,2003.2,31350.7,5
,,,,
,,,,
,,,,
,,,,
,,,,
传统音乐,31500,2006.6,31636.5,5
传统音乐,31463.4,2009.6,31325.5,7
,,,,
,,,,
传统医药,31407.8,2013.8,31000.2,13
传统音乐,31363.5,2006.7,31500,5
,,,,
传统音乐,31350.7,2003.1,31112,5
,,,,
传统舞蹈,31341,2008.9,30702,7
,,,,
传统美术,31330,2009,31602,7
传统音乐,31325.5,2009.5,31187.6,7
,,,,
传统美术,31293.2,2012.2,30786.6,10
,,,,
传统音乐,31261,2008,31230.3,6
传统医药,31257,2001.4,31590.5,6
传统美术,31244.2,2006.8,30831.3,5
,,,,
传统音乐,31241.4,2001.9,31621.8,5
传统音乐,31230.3,2007.9,31199.6,6
传统音乐,31227,2006.8,31363.5,6
传统音乐,31199.6,2007.8,31168.9,6
传统音乐,31198.5,2008.1,31261,6
传统音乐,31187.6,2009.4,31049.7,7
,,,,
传统戏剧,31172,2014.2,30325,14
,,,,
传统音乐,31168.9,2007.7,31138.2,6
,,,,
传统音乐,31138.2,2007.6,31107.5,6
传统音乐,31136,2008.2,31198.5,7
传统音乐,31112,2003,31086.9,5
传统音乐,31107.5,2007.5,31076.8,6
传统音乐,31090.5,2006.9,31227,6
传统音乐,31086.9,2002.9,31061.8,5
传统音乐,31076.8,2007.4,31046.1,6
传统音乐,31073.5,2008.3,31136,7
传统音乐,31061.8,2002.8,31036.7,5
传统音乐,31049.7,2009.3,30911.8,7
,,,,
,,,,
传统音乐,31046.1,2007.3,31015.4,6
传统音乐,31036.7,2002.7,31011.6,5
民俗,31022.2,2010.8,29787.3,8
传统音乐,31015.4,2007.2,30984.7,6
传统音乐,31011.6,2002.6,30986.5,5
传统音乐,31011,2008.4,31073.5,7
,,,,
,,,,
,,,,
传统医药,31000.2,2013.7,30592.6,13
传统音乐,30986.5,2002.5,30961.4,5
传统音乐,30984.7,2007.1,30954,6
传统音乐,30961.4,2002.4,30936.3,5
传统音乐,30954,2007,31090.5,6
传统音乐,30948.5,2008.5,31011,7
,,,,
传统音乐,30936.3,2002.3,30911.2,5
,,,,
传统医药,30923.5,2001.5,31257,6
传统音乐,30911.8,2009.2,30773.9,7
传统音乐,30911.2,2002.2,30886.1,5
传统音乐,30886.1,2002.1,30861,5
传统音乐,30886,2008.6,30948.5,7
,,,,
传统音乐,30861,2002,31241.4,5
,,,,
传统美术,30831.3,2006.7,30418.4,6
,,,,
传统音乐,30823.5,2008.7,30886,7
,,,,
传统美术,30816.2,2009.1,31330,7
传统美术,30786.6,2012.1,30280,10
传统音乐,30773.9,2009.1,30636,8
传统音乐,30761,2008.8,30823.5,7
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,30702,2008.8,30063,8
传统音乐,30698.5,2008.9,30761,8
,,,,
传统音乐,30636,2009,30698.5,8
,,,,
,,,,
传统医药,30592.6,2013.6,30185,13
传统医药,30590,2001.6,30923.5,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,30418.4,2006.6,30005.5,6
,,,,
,,,,
,,,,
,,,,
传统戏剧,30325,2014.1,29478,15
传统美术,30302.4,2009.2,30816.2,8
,,,,
,,,,
传统美术,30280,2012,30028.4,10
,,,,
传统医药,30256.5,2001.7,30590,6
,,,,
传统医药,30185,2013.5,29777.4,13
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,30063,2008.7,29424,8
,,,,
,,,,
传统美术,30028.4,2011.9,29776.8,10
传统美术,30005.5,2006.5,29592.6,6
,,,,
,,,,
,,,,
传统医药,29923,2001.8,30256.5,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,29788.6,2009.3,30302.4,8
民俗,29787.3,2010.7,28552.4,8
传统医药,29777.4,2013.4,29369.8,14
传统美术,29776.8,2011.8,29525.2,10
,,,,
,,,,
,,,,
传统美术,29592.6,2006.4,29179.7,6
传统医药,29589.5,2001.9,29923,6
,,,,
,,,,
传统美术,29525.2,2011.7,29273.6,10
,,,,
传统戏剧,29478,2014,28892.2,15
,,,,
传统舞蹈,29424,2008.6,28785,8
,,,,
,,,,
传统医药,29369.8,2013.3,28962.2,14
,,,,
,,,,
传统美术,29274.8,2009.4,29788.6,8
传统美术,29273.6,2011.6,29022,9
传统医药,29256,2002,29589.5,6
传统医药,29251,2008,29246.9,8
传统医药,29246.9,2007.9,29242.8,8
传统医药,29242.8,2007.8,29238.7,8
,,,,
传统医药,29238.7,2007.7,29234.6,8
传统医药,29234.6,2007.6,29230.5,8
传统医药,29230.5,2007.5,29226.4,8
传统医药,29226.4,2007.4,29222.3,8
传统医药,29222.3,2007.3,29218.2,8
传统医药,29218.2,2007.2,29214.1,8
传统医药,29214.1,2007.1,29210,8
传统医药,29210,2007,29073.8,8
,,,,
,,,,
传统美术,29179.7,2006.3,28766.8,6
传统医药,29170.6,2008.1,29251,8
传统医药,29134,2002.1,29256,6
,,,,
,,,,
传统医药,29090.2,2008.2,29170.6,8
传统医药,29073.8,2006.9,28937.6,8
,,,,
,,,,
,,,,
传统美术,29022,2011.5,28770.4,9
,,,,
传统医药,29018,2011,28989.3,9
传统医药,29012,2002.2,29134,6
传统医药,29009.8,2008.3,29090.2,8
传统医药,28989.3,2010.9,28960.6,9
传统医药,28962.2,2013.2,28554.6,14
传统医药,28960.6,2010.8,28931.9,9
传统医药,28937.6,2006.8,28801.4,8
传统医药,28931.9,2010.7,28903.2,9
传统医药,28929.4,2008.4,29009.8,8
传统医药,28903.2,2010.6,28874.5,8
传统戏剧,28892.2,2013.9,28306.4,15
传统医药,28890,2002.3,29012,6
,,,,
传统医药,28874.5,2010.5,28845.8,8
,,,,
传统医药,28860,2011.1,29018,9
传统医药,28849,2008.5,28929.4,8
传统医药,28845.8,2010.4,28817.1,8
,,,,
传统医药,28817.1,2010.3,28788.4,8
传统医药,28801.4,2006.7,28665.2,8
传统医药,28788.4,2010.2,28759.7,8
传统舞蹈,28785,2008.5,28146,9
,,,,
传统美术,28770.4,2011.4,28518.8,9
传统医药,28768.6,2008.6,28849,9
传统医药,28768,2002.4,28890,6
传统美术,28766.8,2006.2,28353.9,6
传统美术,28761,2009.5,29274.8,8
传统医药,28759.7,2010.1,28731,8
传统医药,28731,2010,28702.6,8
传统医药,28702.6,2009.9,28674.2,8
传统医药,28702,2011.2,28860,9
传统医药,28688.2,2008.7,28768.6,9
,,,,
传统医药,28674.2,2009.8,28645.8,8
传统医药,28665.2,2006.6,28529,7
传统医药,28646,2002.5,28768,6
传统医药,28645.8,2009.7,28617.4,8
,,,,
传统医药,28617.4,2009.6,28589,8
传统医药,28607.8,2008.8,28688.2,9
,,,,
传统医药,28589,2009.5,28560.6,9
,,,,
传统医药,28560.6,2009.4,28532.2,9
传统医药,28554.6,2013.1,28147,14
民俗,28552.4,2010.6,27317.5,9
传统医药,28544,2011.3,28702,9
传统医药,28532.2,2009.3,28503.8,9
传统医药,28529,2006.5,28392.8,7
传统医药,28527.4,2008.9,28607.8,9
传统医药,28524,2002.6,28646,6
传统美术,28518.8,2011.3,28267.2,10
,,,,
传统医药,28503.8,2009.2,28475.4,9
,,,,
,,,,
传统医药,28475.4,2009.1,28447,9
,,,,
传统医药,28447,2009,28527.4,9
传统医药,28402,2002.7,28524,6
传统医药,28392.8,2006.4,28256.6,7
传统医药,28386,2011.4,28544,11
,,,,
传统美术,28353.9,2006.1,27941,6
,,,,
,,,,
传统戏剧,28306.4,2013.8,27720.6,15
传统医药,28280,2002.8,28402,6
传统美术,28267.2,2011.2,28015.6,10
,,,,
,,,,
传统医药,28256.6,2006.3,28120.4,7
传统美术,28247.2,2009.6,28761,9
,,,,
,,,,
传统医药,28228,2011.5,28386,11
,,,,
传统医药,28158,2002.9,28280,6
,,,,
,,,,
,,,,
,,,,
传统医药,28147,2013,28076.1,14
传统舞蹈,28146,2008.4,27507,9
,,,,
传统医药,28120.4,2006.2,27984.2,7
传统医药,28076.1,2012.9,28005.2,14
,,,,
传统医药,28070,2011.6,28228,12
传统医药,28036,2003,28158,6
传统美术,28015.6,2011.1,27764,11
传统医药,28005.2,2012.8,27934.3,14
,,,,
,,,,
传统医药,27984.2,2006.1,27848,7
,,,,
,,,,
传统医药,27943.7,2003.1,28036,6
传统美术,27941,2006,27630.6,6
,,,,
传统医药,27934.3,2012.7,27863.4,14
传统医药,27912,2011.7,28070,12
,,,,
传统医药,27863.4,2012.6,27792.5,14
,,,,
传统医药,27851.4,2003.2,27943.7,6
传统医药,27848,2006,27707.3,7
,,,,
传统医药,27792.5,2012.5,27721.6,14
传统美术,27764,2011,27606.8,11
,,,,
传统医药,27759.1,2003.3,27851.4,6
传统医药,27754,2011.8,27912,13
,,,,
传统美术,27733.4,2009.7,28247.2,9
传统医药,27721.6,2012.4,27650.7,14
传统戏剧,27720.6,2013.7,27134.8,15
,,,,
传统医药,27707.3,2005.9,27566.6,6
,,,,
,,,,
,,,,
传统医药,27666.8,2003.4,27759.1,6
传统医药,27650.7,2012.3,27579.8,14
,,,,
传统美术,27630.6,2005.9,27320.2,7
,,,,
传统美术,27606.8,2010.9,27449.6,11
,,,,
传统医药,27596,2011.9,27754,13
传统医药,27579.8,2012.2,27508.9,13
传统医药,27574.5,2003.5,27666.8,6
,,,,
传统医药,27566.6,2005.8,27425.9,6
,,,,
,,,,
传统医药,27508.9,2012.1,27438,13
传统舞蹈,27507,2008.3,26868,9
,,,,
传统医药,27482.2,2003.6,27574.5,6
,,,,
传统美术,27449.6,2010.8,27292.4,11
,,,,
传统医药,27438,2012,27596,13
传统医药,27425.9,2005.7,27285.2,6
传统医药,27389.9,2003.7,27482.2,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,27320.2,2005.8,27009.8,7
民俗,27317.5,2010.5,26082.6,10
,,,,
传统医药,27297.6,2003.8,27389.9,6
传统美术,27292.4,2010.7,27135.2,11
传统医药,27285.2,2005.6,27144.5,6
,,,,
,,,,
,,,,
,,,,
传统美术,27219.6,2009.8,27733.4,9
,,,,
,,,,
,,,,
传统医药,27205.3,2003.9,27297.6,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统医药,27144.5,2005.5,27003.8,6
,,,,
传统美术,27135.2,2010.6,26978,11
传统戏剧,27134.8,2013.6,26549,15
传统医药,27113,2004,27205.3,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统医药,27045.8,2004.1,27113,6
,,,,
,,,,
,,,,
,,,,
传统美术,27009.8,2005.7,26699.4,8
,,,,
,,,,
传统医药,27003.8,2005.4,26863.1,6
,,,,
,,,,
传统医药,26978.6,2004.2,27045.8,6
传统美术,26978,2010.5,26820.8,11
,,,,
,,,,
,,,,
传统医药,26911.4,2004.3,26978.6,6
,,,,
,,,,
传统舞蹈,26868,2008.2,26229,9
,,,,
传统医药,26863.1,2005.3,26722.4,6
,,,,
传统医药,26844.2,2004.4,26911.4,6
,,,,
,,,,
,,,,
传统美术,26820.8,2010.4,26663.6,10
,,,,
,,,,
,,,,
,,,,
传统医药,26777,2004.5,26844.2,6
,,,,
,,,,
,,,,
,,,,
,,,,
传统医药,26722.4,2005.2,26581.7,6
传统医药,26709.8,2004.6,26777,6
传统美术,26705.8,2009.9,27219.6,9
传统美术,26699.4,2005.6,26389,8
,,,,
,,,,
传统美术,26663.6,2010.3,26506.4,10
,,,,
传统医药,26642.6,2004.7,26709.8,6
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统医药,26581.7,2005.1,26441,6
传统医药,26575.4,2004.8,26642.6,6
,,,,
,,,,
,,,,
传统戏剧,26549,2013.5,25963.2,15
,,,,
,,,,
传统医药,26508.2,2004.9,26575.4,6
传统美术,26506.4,2010.2,26349.2,10
,,,,
,,,,
,,,,
传统医药,26441,2005,26508.2,6
,,,,
,,,,
传统美术,26389,2005.5,26078.6,8
,,,,
,,,,
,,,,
传统美术,26349.2,2010.1,26192,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,26229,2008.1,25590,9
,,,,
,,,,
,,,,
传统美术,26192,2010,26705.8,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,26082.6,2010.4,24847.7,12
传统美术,26078.6,2005.4,25768.2,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,25963.2,2013.4,25377.4,15
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,25768.2,2005.3,25457.8,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,25590,2008,24814.7,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,25457.8,2005.2,25147.4,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,25377.4,2013.3,24791.6,15
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,25147.4,2005.1,24837,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,24847.7,2010.3,23612.8,12
,,,,
,,,,
传统美术,24837,2005,24620.6,8
,,,,
传统舞蹈,24814.7,2007.9,24039.4,10
,,,,
,,,,
传统戏剧,24791.6,2013.2,24205.8,16
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,24620.6,2004.9,24404.2,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,24404.2,2004.8,24187.8,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,24205.8,2013.1,23620,19
,,,,
,,,,
传统美术,24187.8,2004.7,23971.4,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,24039.4,2007.8,23264.1,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,23971.4,2004.6,23755,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,23755,2004.5,23538.6,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,23620,2013,23120.5,19
,,,,
民俗,23612.8,2010.2,22377.9,13
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,23538.6,2004.4,23322.2,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,23322.2,2004.3,23105.8,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,23264.1,2007.7,22488.8,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,23120.5,2012.9,22621,19
,,,,
,,,,
,,,,
,,,,
传统美术,23105.8,2004.2,22889.4,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,22889.4,2004.1,22673,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,22673,2004,22484.1,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,22621,2012.8,22121.5,19
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,22488.8,2007.6,21713.5,12
,,,,
传统美术,22484.1,2003.9,22295.2,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,22377.9,2010.1,21143,15
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,22295.2,2003.8,22106.3,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,22121.5,2012.7,21622,19
,,,,
,,,,
,,,,
传统美术,22106.3,2003.7,21917.4,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,21917.4,2003.6,21728.5,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,21728.5,2003.5,21539.6,8
,,,,
,,,,
传统舞蹈,21713.5,2007.5,20938.2,13
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,21622,2012.6,21122.5,19
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,21539.6,2003.4,21350.7,8
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,21350.7,2003.3,21161.8,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,21161.8,2003.2,20972.9,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,21143,2010,20572,16
传统戏剧,21122.5,2012.5,20623,19
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,20972.9,2003.1,20784,9
,,,,
,,,,
传统舞蹈,20938.2,2007.4,20162.9,15
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,20784,2003,20650.4,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,20650.4,2002.9,20516.8,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,20623,2012.4,20123.5,19
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,20572,2009.9,20001,16
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,20516.8,2002.8,20383.2,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,20383.2,2002.7,20249.6,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,20249.6,2002.6,20116,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,20162.9,2007.3,19387.6,16
,,,,
,,,,
,,,,
,,,,
传统戏剧,20123.5,2012.3,19624,19
,,,,
,,,,
传统美术,20116,2002.5,19982.4,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,20001,2009.8,19430,16
,,,,
,,,,
传统美术,19982.4,2002.4,19848.8,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,19848.8,2002.3,19715.2,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,19715.2,2002.2,19581.6,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,19624,2012.2,19124.5,19
,,,,
,,,,
,,,,
,,,,
传统美术,19581.6,2002.1,19448,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,19448,2002,19361,10
,,,,
,,,,
民俗,19430,2009.7,18859,16
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统舞蹈,19387.6,2007.2,18612.3,17
,,,,
,,,,
,,,,
传统美术,19361,2001.9,19274,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,19274,2001.8,19187,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,19187,2001.7,19100,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统戏剧,19124.5,2012.1,18625,19
,,,,
,,,,
,,,,
传统美术,19100,2001.6,19013,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,19013,2001.5,18926,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,18926,2001.4,18839,10
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,18859,2009.6,18288,16
,,,,
,,,,
传统美术,18839,2001.3,18752,10
,,,,
,,,,
传统美术,18823,2000,18823,12
,,,,
,,,,
,,,,
,,,,
传统美术,18798.5,2000.1,18823,13
,,,,
,,,,
,,,,
,,,,
传统美术,18774,2000.2,18798.5,13
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,18752,2001.2,18665,11
,,,,
,,,,
传统美术,18749.5,2000.3,18774,13
,,,,
,,,,
传统美术,18725,2000.4,18749.5,13
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,18700.5,2000.5,18725,12
,,,,
,,,,
,,,,
,,,,
传统美术,18676,2000.6,18700.5,12
,,,,
传统美术,18665,2001.1,18578,11
,,,,
传统美术,18651.5,2000.7,18676,12
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
传统美术,18627,2000.8,18651.5,11
,,,,
,,,,
传统戏剧,18625,2012,18038.3,19
,,,,
传统舞蹈,18612.3,2007.1,17837,17
传统美术,18602.5,2000.9,18627,11
,,,,
,,,,
,,,,
,,,,
传统美术,18578,2001,18602.5,11
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
民俗,18288,2009.5,17717,17
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
